rib_index,side,point_index,x,y,z
8,L,1,-342.900154,-196.704236,-294.856411
8,L,2,-346.867747,-197.511192,-297.682612
8,L,3,-350.607523,-198.368120,-300.477979
8,L,4,-354.085468,-199.274472,-303.243574
8,L,5,-357.267571,-200.229699,-305.980456
8,L,6,-360.119819,-201.233254,-308.689685
8,L,7,-362.608199,-202.284589,-311.372322
8,L,8,-364.698699,-203.383155,-314.029426
8,L,9,-366.357307,-204.528406,-316.662059
8,L,10,-367.550011,-205.719792,-319.271279
8,L,11,-368.242797,-206.956765,-321.858148
8,L,12,-368.403391,-208.238779,-324.423725
8,L,13,-368.048109,-209.565297,-326.969071
8,L,14,-367.247215,-210.935914,-329.495246
8,L,15,-366.073785,-212.350306,-332.003309
8,L,16,-364.600892,-213.808149,-334.494322
8,L,17,-362.901611,-215.309120,-336.969344
8,L,18,-361.048951,-216.852893,-339.429435
8,L,19,-359.094038,-218.439146,-341.875656
8,L,20,-357.034578,-220.067554,-344.309067
8,L,21,-354.860273,-221.737794,-346.730728
8,L,22,-352.560829,-223.449542,-349.141698
8,L,23,-350.125950,-225.202474,-351.543040
8,L,24,-347.545341,-226.996265,-353.935811
8,L,25,-344.812609,-228.830593,-356.321074
8,L,26,-341.952964,-230.705133,-358.699887
8,L,27,-339.006938,-232.619572,-361.073062
8,L,28,-336.015164,-234.573811,-363.436434
8,L,29,-333.018275,-236.567945,-365.781248
8,L,30,-330.056901,-238.602081,-368.098577
8,L,31,-327.171676,-240.676322,-370.379493
8,L,32,-324.403232,-242.790772,-372.615071
8,L,33,-321.792202,-244.945537,-374.796384
8,L,34,-319.379217,-247.140720,-376.914504
8,L,35,-317.204910,-249.376426,-378.960504
8,L,36,-315.309914,-251.652759,-380.925459
8,L,37,-313.734826,-253.969824,-382.800440
8,L,38,-312.446316,-256.327725,-384.576522
8,L,39,-311.180644,-258.726567,-386.244776
8,L,40,-309.629308,-261.166454,-387.796278
8,L,41,-307.539382,-263.647490,-389.222102
8,L,42,-305.027270,-266.169439,-390.517614
8,L,43,-302.360003,-268.731072,-391.690680
8,L,44,-299.795208,-271.330981,-392.751438
8,L,45,-297.432891,-273.967757,-393.710023
8,L,46,-295.246221,-276.639992,-394.576572
8,L,47,-293.204772,-279.346276,-395.361221
8,L,48,-291.278115,-282.085201,-396.074105
8,L,49,-289.435823,-284.855358,-396.725361
8,L,50,-287.647468,-287.655339,-397.325125
8,L,51,-285.886271,-290.483735,-397.883534
8,L,52,-284.141038,-293.339136,-398.410723
8,L,53,-282.404735,-296.220136,-398.916815
8,L,54,-280.670326,-299.125279,-399.409006
8,L,55,-278.930777,-302.053011,-399.887846
8,L,56,-277.179054,-305.001763,-400.352970
8,L,57,-275.408122,-307.969967,-400.804015
8,L,58,-273.610946,-310.956054,-401.240614
8,L,59,-271.780492,-313.958454,-401.662404
8,L,60,-269.909725,-316.975600,-402.069020
8,L,61,-267.991610,-320.005923,-402.460096
8,L,62,-266.019113,-323.047854,-402.835269
8,L,63,-263.986140,-326.099823,-403.194172
8,L,64,-261.896047,-329.160263,-403.536443
8,L,65,-259.757657,-332.227605,-403.861715
8,L,66,-257.579858,-335.300280,-404.169625
8,L,67,-255.371538,-338.376718,-404.459806
8,L,68,-253.141585,-341.455353,-404.731896
8,L,69,-250.898889,-344.534613,-404.985528
8,L,70,-248.652336,-347.612932,-405.220338
8,L,71,-246.410815,-350.688740,-405.435962
8,L,72,-244.183215,-353.760469,-405.632034
8,L,73,-241.978424,-356.826549,-405.808190
8,L,74,-239.805330,-359.885412,-405.964066
8,L,75,-237.672821,-362.935489,-406.099295
8,L,76,-235.588657,-365.975212,-406.213441
8,L,77,-233.554770,-369.003012,-406.303627
8,L,78,-231.571214,-372.017320,-406.364032
8,L,79,-229.638043,-375.016567,-406.388660
8,L,80,-227.755310,-377.999185,-406.371513
8,L,81,-225.923069,-380.963604,-406.306596
8,L,82,-224.141374,-383.908257,-406.187910
8,L,83,-222.410277,-386.831574,-406.009460
8,L,84,-220.729833,-389.731986,-405.765247
8,L,85,-219.100095,-392.607925,-405.449276
8,L,86,-217.521117,-395.457823,-405.055550
8,L,87,-215.992952,-398.280110,-404.578071
8,L,88,-214.515654,-401.073217,-404.010843
8,L,89,-213.089276,-403.835577,-403.347869
8,L,90,-211.713872,-406.565619,-402.583152
8,L,91,-210.389495,-409.261777,-401.710695
8,L,92,-209.116200,-411.922479,-400.724502
8,L,93,-207.894039,-414.546159,-399.618575
8,L,94,-206.723066,-417.131247,-398.386917
8,L,95,-205.603334,-419.676174,-397.023533
8,L,96,-204.534898,-422.179373,-395.522424
8,L,97,-203.517811,-424.639273,-393.877594
8,L,98,-202.552125,-427.054306,-392.083047
8,L,99,-201.637896,-429.422904,-390.132785
8,R,0,-338.738755,-195.355881,-241.553024
8,R,1,-342.900154,-196.921711,-239.590635
8,R,2,-346.867747,-198.355445,-237.531799
8,R,3,-350.607523,-199.669080,-235.382881
8,R,4,-354.085468,-200.874612,-233.150246
8,R,5,-357.267571,-201.984038,-230.840260
8,R,6,-360.119819,-203.009356,-228.459289
8,R,7,-362.608199,-203.962562,-226.013697
8,R,8,-364.698699,-204.855653,-223.509851
8,R,9,-366.357307,-205.700627,-220.954116
8,R,10,-367.550011,-206.509479,-218.352858
8,R,11,-368.242797,-207.294207,-215.712441
8,R,12,-368.403391,-208.066808,-213.039232
8,R,13,-368.048109,-208.838203,-210.339596
8,R,14,-367.247215,-209.615683,-207.619898
8,R,15,-366.073785,-210.405774,-204.886504
8,R,16,-364.600892,-211.215000,-202.145780
8,R,17,-362.901611,-212.049886,-199.404090
8,R,18,-361.048951,-212.916958,-196.667801
8,R,19,-359.094038,-213.822741,-193.943278
8,R,20,-357.034578,-214.773760,-191.236886
8,R,21,-354.860273,-215.776540,-188.554991
8,R,22,-352.560829,-216.837606,-185.903958
8,R,23,-350.125950,-217.963483,-183.290154
8,R,24,-347.545341,-219.160690,-180.719937
8,R,25,-344.812609,-220.433559,-178.198033
8,R,26,-341.952964,-221.781108,-175.725185
8,R,27,-339.006938,-223.201564,-173.301544
8,R,28,-336.015164,-224.693153,-170.927261
8,R,29,-333.018275,-226.254100,-168.602488
8,R,30,-330.056901,-227.882633,-166.327375
8,R,31,-327.171676,-229.576978,-164.102075
8,R,32,-324.403232,-231.335360,-161.926736
8,R,33,-321.792202,-233.156007,-159.801512
8,R,34,-319.379217,-235.037143,-157.726553
8,R,35,-317.204910,-236.976996,-155.702009
8,R,36,-315.309914,-238.973792,-153.728033
8,R,37,-313.734826,-241.025757,-151.804775
8,R,38,-312.446316,-243.131117,-149.932386
8,R,39,-311.180644,-245.288098,-148.111017
8,R,40,-309.629308,-247.494927,-146.340820
8,R,41,-307.539382,-249.749829,-144.621946
8,R,42,-305.027270,-252.051032,-142.954545
8,R,43,-302.360003,-254.396761,-141.338769
8,R,44,-299.795208,-256.785242,-139.774768
8,R,45,-297.432891,-259.214703,-138.262695
8,R,46,-295.246221,-261.683368,-136.802700
8,R,47,-293.204772,-264.189464,-135.394934
8,R,48,-291.278115,-266.731218,-134.039547
8,R,49,-289.435823,-269.306856,-132.736693
8,R,50,-287.647468,-271.914603,-131.486520
8,R,51,-285.886271,-274.552687,-130.289182
8,R,52,-284.141038,-277.219345,-129.144856
8,R,53,-282.404735,-279.912908,-128.053936
8,R,54,-280.670326,-282.631748,-127.016910
8,R,55,-278.930777,-285.374237,-126.034268
8,R,56,-277.179054,-288.138747,-125.106498
8,R,57,-275.408122,-290.923650,-124.234091
8,R,58,-273.610946,-293.727318,-123.417535
8,R,59,-271.780492,-296.548123,-122.657319
8,R,60,-269.909725,-299.384437,-121.953933
8,R,61,-267.991610,-302.234632,-121.307866
8,R,62,-266.019113,-305.097080,-120.719606
8,R,63,-263.986140,-307.970153,-120.189645
8,R,64,-261.896047,-310.852223,-119.718469
8,R,65,-259.757657,-313.741663,-119.306569
8,R,66,-257.579858,-316.636843,-118.954434
8,R,67,-255.371538,-319.536138,-118.662554
8,R,68,-253.141585,-322.437917,-118.431416
8,R,69,-250.898889,-325.340554,-118.261511
8,R,70,-248.652336,-328.242420,-118.153328
8,R,71,-246.410815,-331.141887,-118.107356
8,R,72,-244.183215,-334.037328,-118.124084
8,R,73,-241.978424,-336.927114,-118.204001
8,R,74,-239.805330,-339.809618,-118.347597
8,R,75,-237.672821,-342.683211,-118.555361
8,R,76,-235.588657,-345.546266,-118.827781
8,R,77,-233.554770,-348.397155,-119.165348
8,R,78,-231.571214,-351.234249,-119.568550
8,R,79,-229.638043,-354.055920,-120.037877
8,R,80,-227.755310,-356.860542,-120.573818
8,R,81,-225.923069,-359.646485,-121.176862
8,R,82,-224.141374,-362.412122,-121.847498
8,R,83,-222.410277,-365.155825,-122.586215
8,R,84,-220.729833,-367.875965,-123.393503
8,R,85,-219.100095,-370.570915,-124.269851
8,R,86,-217.521117,-373.239048,-125.215748
8,R,87,-215.992952,-375.878734,-126.231684
8,R,88,-214.515654,-378.488346,-127.318147
8,R,89,-213.089276,-381.066256,-128.475626
8,R,90,-211.713872,-383.610836,-129.704612
8,R,91,-210.389495,-386.120458,-131.005593
8,R,92,-209.116200,-388.593495,-132.379058
8,R,93,-207.894039,-391.028317,-133.825496
8,R,94,-206.723066,-393.423297,-135.345398
8,R,95,-205.603334,-395.776808,-136.939251
8,R,96,-204.534898,-398.087221,-138.607546
8,R,97,-203.517811,-400.352908,-140.350771
8,R,98,-202.552125,-402.572241,-142.169416
8,R,99,-201.637896,-404.743593,-144.063969
9,L,0,-330.212174,-234.285588,-289.955823
9,L,1,-334.596366,-235.029368,-292.724127
9,L,2,-338.623216,-235.825228,-295.471991
9,L,3,-342.266835,-236.672530,-298.198897
9,L,4,-345.501338,-237.570637,-300.904329
9,L,5,-348.300836,-238.518910,-303.587770
9,L,6,-350.640506,-239.516710,-306.248704
9,L,7,-352.519779,-240.563399,-308.886614
9,L,8,-353.962261,-241.658338,-311.500982
9,L,9,-354.992603,-242.800890,-314.091294
9,L,10,-355.635456,-243.990416,-316.657031
9,L,11,-355.915472,-245.226277,-319.197678
9,L,12,-355.858580,-246.507836,-321.712717
9,L,13,-355.497082,-247.834453,-324.201632
9,L,14,-354.865251,-249.205491,-326.663906
9,L,15,-353.997361,-250.620311,-329.099023
9,L,16,-352.927687,-252.078275,-331.506467
9,L,17,-351.690504,-253.578744,-333.885719
9,L,18,-350.320085,-255.121080,-336.236264
9,L,19,-348.850706,-256.704645,-338.557586
9,L,20,-347.316641,-258.328801,-340.849166
9,L,21,-345.752164,-259.992908,-343.110490
9,L,22,-344.191549,-261.696329,-345.341039
9,L,23,-342.669072,-263.438425,-347.540298
9,L,24,-341.214664,-265.218558,-349.707750
9,L,25,-339.829422,-267.036090,-351.842878
9,L,26,-338.502687,-268.890382,-353.945166
9,L,27,-337.223770,-270.780795,-356.014096
9,L,28,-335.981978,-272.706693,-358.049153
9,L,29,-334.766621,-274.667435,-360.049819
9,L,30,-333.567007,-276.662384,-362.015578
9,L,31,-332.372445,-278.690901,-363.945914
9,L,32,-331.172243,-280.752348,-365.840308
9,L,33,-329.955712,-282.846087,-367.698246
9,L,34,-328.712158,-284.971479,-369.519211
9,L,35,-327.430892,-287.127887,-371.302685
9,L,36,-326.104565,-289.314670,-373.048151
9,L,37,-324.755975,-291.531192,-374.755095
9,L,38,-323.423895,-293.776814,-376.422998
9,L,39,-322.146955,-296.050898,-378.051344
9,L,40,-320.945339,-298.352804,-379.639616
9,L,41,-319.809992,-300.681895,-381.187298
9,L,42,-318.728724,-303.037533,-382.693874
9,L,43,-317.675158,-305.419079,-384.158825
9,L,44,-316.607748,-307.825894,-385.581637
9,L,45,-315.485490,-310.257341,-386.961792
9,L,46,-314.284840,-312.712781,-388.298773
9,L,47,-312.994886,-315.191575,-389.592064
9,L,48,-311.605496,-317.693086,-390.841148
9,L,49,-310.117194,-320.216674,-392.045509
9,L,50,-308.540679,-322.761702,-393.204630
9,L,51,-306.887059,-325.327531,-394.317994
9,L,52,-305.167439,-327.913523,-395.385084
9,L,53,-303.392926,-330.519040,-396.405385
9,L,54,-301.574626,-333.143442,-397.378550
9,L,55,-299.723645,-335.786093,-398.305152
9,L,56,-297.851091,-338.446352,-399.186065
9,L,57,-295.968070,-341.123583,-400.022162
9,L,58,-294.085687,-343.817147,-400.814319
9,L,59,-292.215050,-346.526404,-401.563409
9,L,60,-290.367264,-349.250718,-402.270309
9,L,61,-288.553259,-351.989449,-402.935891
9,L,62,-286.777104,-354.741960,-403.561030
9,L,63,-285.033994,-357.507611,-404.146601
9,L,64,-283.318534,-360.285765,-404.693479
9,L,65,-281.625326,-363.075782,-405.202538
9,L,66,-279.948976,-365.877026,-405.674652
9,L,67,-278.284087,-368.688857,-406.110696
9,L,68,-276.625264,-371.510637,-406.511544
9,L,69,-274.967111,-374.341728,-406.878072
9,L,70,-273.304231,-377.181492,-407.211152
9,L,71,-271.631230,-380.029289,-407.511661
9,L,72,-269.942711,-382.884481,-407.780472
9,L,73,-268.233278,-385.746432,-408.018460
9,L,74,-266.497643,-388.614501,-408.226499
9,L,75,-264.734414,-391.488050,-408.405464
9,L,76,-262.947086,-394.366442,-408.556230
9,L,77,-261.139468,-397.249037,-408.679595
9,L,78,-259.315365,-400.135198,-408.775690
9,L,79,-257.478585,-403.024286,-408.844299
9,L,80,-255.632935,-405.915663,-408.885201
9,L,81,-253.782221,-408.808690,-408.898177
9,L,82,-251.930251,-411.702729,-408.883006
9,L,83,-250.080832,-414.597142,-408.839467
9,L,84,-248.237770,-417.491290,-408.767342
9,L,85,-246.404873,-420.384535,-408.666409
9,L,86,-244.585947,-423.276239,-408.536449
9,L,87,-242.784800,-426.165763,-408.377242
9,L,88,-241.005238,-429.052469,-408.188566
9,L,89,-239.251068,-431.935718,-407.970203
9,L,90,-237.526098,-434.814872,-407.721933
9,L,91,-235.834135,-437.689293,-407.443534
9,L,92,-234.178984,-440.558343,-407.134787
9,L,93,-232.564454,-443.421383,-406.795472
9,L,94,-230.994351,-446.277774,-406.425368
9,L,95,-229.472483,-449.126879,-406.024256
9,L,96,-228.002655,-451.968058,-405.591915
9,L,97,-226.588676,-454.800675,-405.128126
9,L,98,-225.234351,-457.624089,-404.632667
9,L,99,-223.943489,-460.437663,-404.105320
9,R,0,-330.212174,-230.760214,-242.398962
9,R,1,-334.596366,-231.874336,-239.642941
9,R,2,-338.623216,-232.825141,-236.890396
9,R,3,-342.266835,-233.638211,-234.142847
9,R,4,-345.501338,-234.339127,-231.401813
9,R,5,-348.300836,-234.953472,-228.668814
9,R,6,-350.640506,-235.506828,-225.945369
9,R,7,-352.519779,-236.024778,-223.232999
9,R,8,-353.962261,-236.532903,-220.533223
9,R,9,-354.992603,-237.056785,-217.847561
9,R,10,-355.635456,-237.622008,-215.177532
9,R,11,-355.915472,-238.254152,-212.524656
9,R,12,-355.858580,-238.978801,-209.890453
9,R,13,-355.497082,-239.816837,-207.276443
9,R,14,-354.865251,-240.767946,-204.684144
9,R,15,-353.997361,-241.825843,-202.115077
9,R,16,-352.927687,-242.984239,-199.570762
9,R,17,-351.690504,-244.236849,-197.052718
9,R,18,-350.320085,-245.577385,-194.562464
9,R,19,-348.850706,-246.999561,-192.101521
9,R,20,-347.316641,-248.497089,-189.671408
9,R,21,-345.752164,-250.063682,-187.273646
9,R,22,-344.191549,-251.693054,-184.909752
9,R,23,-342.669072,-253.378918,-182.581248
9,R,24,-341.214664,-255.114986,-180.289653
9,R,25,-339.829422,-256.894995,-178.036481
9,R,26,-338.502687,-258.714652,-175.822866
9,R,27,-337.223770,-260.573090,-173.649274
9,R,28,-335.981978,-262.469788,-171.516104
9,R,29,-334.766621,-264.404223,-169.423757
9,R,30,-333.567007,-266.375872,-167.372630
9,R,31,-332.372445,-268.384214,-165.363125
9,R,32,-331.172243,-270.428727,-163.395641
9,R,33,-329.955712,-272.508887,-161.470577
9,R,34,-328.712158,-274.624173,-159.588333
9,R,35,-327.430892,-276.774063,-157.749309
9,R,36,-326.104565,-278.958034,-155.953904
9,R,37,-324.755975,-281.175565,-154.202518
9,R,38,-323.423895,-283.426132,-152.495550
9,R,39,-322.146955,-285.709213,-150.833400
9,R,40,-320.945339,-288.024287,-149.216468
9,R,41,-319.809992,-290.370831,-147.645153
9,R,42,-318.728724,-292.748323,-146.119855
9,R,43,-317.675158,-295.156241,-144.640973
9,R,44,-316.607748,-297.594062,-143.208908
9,R,45,-315.485490,-300.061263,-141.824058
9,R,46,-314.284840,-302.557324,-140.486823
9,R,47,-312.994886,-305.081721,-139.197603
9,R,48,-311.605496,-307.633933,-137.956798
9,R,49,-310.117194,-310.213436,-136.764807
9,R,50,-308.540679,-312.819710,-135.622029
9,R,51,-306.887059,-315.452231,-134.528865
9,R,52,-305.167439,-318.110473,-133.485711
9,R,53,-303.392926,-320.793608,-132.492784
9,R,54,-301.574626,-323.500299,-131.549996
9,R,55,-299.723645,-326.229161,-130.657231
9,R,56,-297.851091,-328.978806,-129.814371
9,R,57,-295.968070,-331.747849,-129.021299
9,R,58,-294.085687,-334.534906,-128.277899
9,R,59,-292.215050,-337.338588,-127.584054
9,R,60,-290.367264,-340.157512,-126.939646
9,R,61,-288.553259,-342.990291,-126.344559
9,R,62,-286.777104,-345.835539,-125.798676
9,R,63,-285.033994,-348.691870,-125.301880
9,R,64,-283.318534,-351.557898,-124.854054
9,R,65,-281.625326,-354.432238,-124.455080
9,R,66,-279.948976,-357.313504,-124.104843
9,R,67,-278.284087,-360.200310,-123.803225
9,R,68,-276.625264,-363.091270,-123.550110
9,R,69,-274.967111,-365.984999,-123.345379
9,R,70,-273.304231,-368.880110,-123.188917
9,R,71,-271.631230,-371.775217,-123.080607
9,R,72,-269.942711,-374.668935,-123.020331
9,R,73,-268.233278,-377.559878,-123.007973
9,R,74,-266.497643,-380.446660,-123.043415
9,R,75,-264.734414,-383.327896,-123.126542
9,R,76,-262.947086,-386.202199,-123.257729
9,R,77,-261.139468,-389.068183,-123.438805
9,R,78,-259.315365,-391.924463,-123.671862
9,R,79,-257.478585,-394.769653,-123.958993
9,R,80,-255.632935,-397.602367,-124.302291
9,R,81,-253.782221,-400.421219,-124.703849
9,R,82,-251.930251,-403.224824,-125.165758
9,R,83,-250.080832,-406.011795,-125.690113
9,R,84,-248.237770,-408.780747,-126.279005
9,R,85,-246.404873,-411.530293,-126.934528
9,R,86,-244.585947,-414.259049,-127.658775
9,R,87,-242.784800,-416.965628,-128.453837
9,R,88,-241.005238,-419.648644,-129.321809
9,R,89,-239.251068,-422.306712,-130.264782
9,R,90,-237.526098,-424.938445,-131.284849
9,R,91,-235.834135,-427.542458,-132.384103
9,R,92,-234.178984,-430.117365,-133.564638
9,R,93,-232.564454,-432.661780,-134.828545
9,R,94,-230.994351,-435.174318,-136.177918
9,R,95,-229.472483,-437.653592,-137.614849
9,R,96,-228.002655,-440.098217,-139.141430
9,R,97,-226.588676,-442.506806,-140.759756
9,R,98,-225.234351,-444.877974,-142.471918
9,R,99,-223.943489,-447.210336,-144.280010
10,L,0,-316.044023,-277.764674,-298.281305
10,L,1,-319.373315,-278.895326,-300.528777
10,L,2,-322.676529,-280.057979,-302.763173
10,L,3,-325.922346,-281.252265,-304.984376
10,L,4,-329.079448,-282.477818,-307.192268
10,L,5,-332.116515,-283.734270,-309.386734
10,L,6,-335.002229,-285.021256,-311.567655
10,L,7,-337.705271,-286.338409,-313.734916
10,L,8,-340.194323,-287.685361,-315.888399
10,L,9,-342.438065,-289.061747,-318.027987
10,L,10,-344.405179,-290.467199,-320.153564
10,L,11,-346.064384,-291.901352,-322.265012
10,L,12,-347.398347,-293.363837,-324.362216
10,L,13,-348.424360,-294.854290,-326.445057
10,L,14,-349.164997,-296.372342,-328.513420
10,L,15,-349.642833,-297.917627,-330.567186
10,L,16,-349.880442,-299.489779,-332.606241
10,L,17,-349.900399,-301.088431,-334.630465
10,L,18,-349.725278,-302.713216,-336.639744
10,L,19,-349.377653,-304.363768,-338.633959
10,L,20,-348.880100,-306.039719,-340.612994
10,L,21,-348.255191,-307.740704,-342.576732
10,L,22,-347.525502,-309.466355,-344.525057
10,L,23,-346.711465,-311.216306,-346.457851
10,L,24,-345.825836,-312.990191,-348.374997
10,L,25,-344.879659,-314.787641,-350.276379
10,L,26,-343.883976,-316.608292,-352.161880
10,L,27,-342.849830,-318.451776,-354.031381
10,L,28,-341.788261,-320.317726,-355.884526
10,L,29,-340.710313,-322.205776,-357.720436
10,L,30,-339.627027,-324.115560,-359.538164
10,L,31,-338.549447,-326.046709,-361.336764
10,L,32,-337.488613,-327.998859,-363.115289
10,L,33,-336.455569,-329.971642,-364.872791
10,L,34,-335.461356,-331.964691,-366.608325
10,L,35,-334.514453,-333.977640,-368.320942
10,L,36,-333.614506,-336.010122,-370.009698
10,L,37,-332.759259,-338.061770,-371.673644
10,L,38,-331.946454,-340.132219,-373.311834
10,L,39,-331.173835,-342.221100,-374.923321
10,L,40,-330.439145,-344.328048,-376.507158
10,L,41,-329.738243,-346.452695,-378.062398
10,L,42,-329.054735,-348.594676,-379.588096
10,L,43,-328.367331,-350.753623,-381.083303
10,L,44,-327.654728,-352.929170,-382.547073
10,L,45,-326.895622,-355.120950,-383.978460
10,L,46,-326.068712,-357.328596,-385.376516
10,L,47,-325.157738,-359.551742,-386.740294
10,L,48,-324.163175,-361.790021,-388.068849
10,L,49,-323.088967,-364.043066,-389.361232
10,L,50,-321.939058,-366.310511,-390.616498
10,L,51,-320.717391,-368.591989,-391.833699
10,L,52,-319.427910,-370.887133,-393.011888
10,L,53,-318.074559,-373.195577,-394.150120
10,L,54,-316.661281,-375.516954,-395.247459
10,L,55,-315.192020,-377.850897,-396.303150
10,L,56,-313.670720,-380.197040,-397.316559
10,L,57,-312.101325,-382.555016,-398.287056
10,L,58,-310.487778,-384.924459,-399.214011
10,L,59,-308.834022,-387.305000,-400.096794
10,L,60,-307.144002,-389.696275,-400.934775
10,L,61,-305.421662,-392.097916,-401.727324
10,L,62,-303.670944,-394.509557,-402.473811
10,L,63,-301.895793,-396.930831,-403.173606
10,L,64,-300.100153,-399.361371,-403.826079
10,L,65,-298.287966,-401.800810,-404.430599
10,L,66,-296.463177,-404.248782,-404.986537
10,L,67,-294.629729,-406.704921,-405.493263
10,L,68,-292.791567,-409.168859,-405.950147
10,L,69,-290.952633,-411.640231,-406.356557
10,L,70,-289.116872,-414.118668,-406.711866
10,L,71,-287.288227,-416.603805,-407.015442
10,L,72,-285.470641,-419.095275,-407.266655
10,L,73,-283.668051,-421.592711,-407.464875
10,L,74,-281.882894,-424.095746,-407.609473
10,L,75,-280.114394,-426.604015,-407.699818
10,L,76,-278.361361,-429.117149,-407.735280
10,L,77,-276.622604,-431.634783,-407.715235
10,L,78,-274.896934,-434.156550,-407.639444
10,L,79,-273.183159,-436.682083,-407.508265
10,L,80,-271.480088,-439.211016,-407.322113
10,L,81,-269.786532,-441.742981,-407.081400
10,L,82,-268.101300,-444.277613,-406.786538
10,L,83,-266.423201,-446.814544,-406.437942
10,L,84,-264.751045,-449.353408,-406.036022
10,L,85,-263.083641,-451.893838,-405.581193
10,L,86,-261.419799,-454.435467,-405.073866
10,L,87,-259.758328,-456.977929,-404.514455
10,L,88,-258.098037,-459.520857,-403.903373
10,L,89,-256.437737,-462.063885,-403.241033
10,L,90,-254.776236,-464.606646,-402.527846
10,L,91,-253.112344,-467.148772,-401.764227
10,L,92,-251.444870,-469.689898,-400.950587
10,L,93,-249.772624,-472.229657,-400.087341
10,L,94,-248.094416,-474.767682,-399.174899
10,L,95,-246.409054,-477.303606,-398.213676
10,L,96,-244.715349,-479.837063,-397.204084
10,L,97,-243.012109,-482.367686,-396.146536
10,L,98,-241.298145,-484.895108,-395.041444
10,L,99,-239.572265,-487.418963,-393.889222
10,R,0,-316.044023,-266.536378,-241.572575
10,R,1,-319.373315,-267.018357,-238.806005
10,R,2,-322.676529,-267.560648,-236.060600
10,R,3,-325.922346,-268.162438,-233.336840
10,R,4,-329.079448,-268.822913,-230.635211
10,R,5,-332.116515,-269.541261,-227.956193
10,R,6,-335.002229,-270.316669,-225.300272
10,R,7,-337.705271,-271.148325,-222.667930
10,R,8,-340.194323,-272.035415,-220.059649
10,R,9,-342.438065,-272.977127,-217.475913
10,R,10,-344.405179,-273.972649,-214.917206
10,R,11,-346.064384,-275.021167,-212.384009
10,R,12,-347.398347,-276.121869,-209.876807
10,R,13,-348.424360,-277.273941,-207.396082
10,R,14,-349.164997,-278.476572,-204.942318
10,R,15,-349.642833,-279.728949,-202.515997
10,R,16,-349.880442,-281.030258,-200.117603
10,R,17,-349.900399,-282.379688,-197.747618
10,R,18,-349.725278,-283.776424,-195.406526
10,R,19,-349.377653,-285.219656,-193.094810
10,R,20,-348.880100,-286.708569,-190.812953
10,R,21,-348.255191,-288.242351,-188.561438
10,R,22,-347.525502,-289.820189,-186.340748
10,R,23,-346.711465,-291.441271,-184.151366
10,R,24,-345.825836,-293.104784,-181.993776
10,R,25,-344.879659,-294.809915,-179.868460
10,R,26,-343.883976,-296.555852,-177.775901
10,R,27,-342.849830,-298.341781,-175.716583
10,R,28,-341.788261,-300.166889,-173.690988
10,R,29,-340.710313,-302.030366,-171.699600
10,R,30,-339.627027,-303.931396,-169.742902
10,R,31,-338.549447,-305.869168,-167.821376
10,R,32,-337.488613,-307.842869,-165.935507
10,R,33,-336.455569,-309.851686,-164.085777
10,R,34,-335.461356,-311.894807,-162.272668
10,R,35,-334.514453,-313.971419,-160.496665
10,R,36,-333.614506,-316.080708,-158.758251
10,R,37,-332.759259,-318.221862,-157.057907
10,R,38,-331.946454,-320.394070,-155.396118
10,R,39,-331.173835,-322.596516,-153.773367
10,R,40,-330.439145,-324.828390,-152.190136
10,R,41,-329.738243,-327.088878,-150.646909
10,R,42,-329.054735,-329.377168,-149.144168
10,R,43,-328.367331,-331.692446,-147.682398
10,R,44,-327.654728,-334.033901,-146.262080
10,R,45,-326.895622,-336.400718,-144.883699
10,R,46,-326.068712,-338.792087,-143.547736
10,R,47,-325.157738,-341.207193,-142.254676
10,R,48,-324.163175,-343.645224,-141.005001
10,R,49,-323.088967,-346.105367,-139.799195
10,R,50,-321.939058,-348.586810,-138.637740
10,R,51,-320.717391,-351.088740,-137.521119
10,R,52,-319.427910,-353.610344,-136.449816
10,R,53,-318.074559,-356.150810,-135.424315
10,R,54,-316.661281,-358.709324,-134.445118
10,R,55,-315.192020,-361.285074,-133.512747
10,R,56,-313.670720,-363.877247,-132.627721
10,R,57,-312.101325,-366.485030,-131.790563
10,R,58,-310.487778,-369.107611,-131.001793
10,R,59,-308.834022,-371.744177,-130.261933
10,R,60,-307.144002,-374.393916,-129.571504
10,R,61,-305.421662,-377.056013,-128.931026
10,R,62,-303.670944,-379.729658,-128.341021
10,R,63,-301.895793,-382.414036,-127.802011
10,R,64,-300.100153,-385.108336,-127.314516
10,R,65,-298.287966,-387.811744,-126.879057
10,R,66,-296.463177,-390.523447,-126.496155
10,R,67,-294.629729,-393.242634,-126.166333
10,R,68,-292.791567,-395.968491,-125.890110
10,R,69,-290.952633,-398.700206,-125.668008
10,R,70,-289.116872,-401.436965,-125.500548
10,R,71,-287.288227,-404.177956,-125.388251
10,R,72,-285.470641,-406.922367,-125.331639
10,R,73,-283.668051,-409.669384,-125.331232
10,R,74,-281.882894,-412.418195,-125.387552
10,R,75,-280.114394,-415.167987,-125.501119
10,R,76,-278.361361,-417.917948,-125.672455
10,R,77,-276.622604,-420.667264,-125.901429
10,R,78,-274.896934,-423.415123,-126.184161
10,R,79,-273.183159,-426.160712,-126.515443
10,R,80,-271.480088,-428.903218,-126.890063
10,R,81,-269.786532,-431.641829,-127.302809
10,R,82,-268.101300,-434.375732,-127.748471
